title,address,description,date,seller,price,image
7 bedroom terraced house for sale,"Lygon Place, Belgravia, London, SW1W","7 bedroom period home with private parking for sale in SW1A 7 bedroom Grade II listed period home benefitting from grand proportions, passenger lift, private garden, 24 hour security and underground car parking. Lygon Place is a secure, gated address set back from the street and accessed via a ...",16/05/2018,"Knight Frank, Belgravia, covering Westminster",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/63963652/94745_BGV150180_IMG_13_0008_max_476x317.jpg
6 bedroom house for sale,"Cannon Lane, London, NW3","Arranged over five floors, this stunning modern family home is a breath taking piece of architecture and design. With a swimming pool, spa, sauna and gymnasium this house has everything you desire and more.",25/07/2017,"Beauchamp Estates Ltd, Mayfair - Resale",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/61069042/79099_1001455773_IMG_42_0000_max_476x317.png
4 bedroom apartment for sale,"Grosvenor Square, London, W1K","NEW INSTRUCTION - Luxury 4 Bedroom apartment in the heart of Grosvenor Square.
",11/10/2019,"Wetherell, London","£18,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112651/65681919/112651_218590S_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Grosvenor Square, London, W1K","Luxury 4 bedroom apartment in the heart of Grosvenor Square. Mayfair, the beating heart of London's most prestigious district, is home to Sir Richard Grosvenor's creation and is everything a square should be. Apartment 3 at 18 Grosvenor Square has south facing views over the Square and has been ...",21/12/2018,"Knight Frank, Mayfair","£18,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/78052886/65815_WER170043_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Clarges Mayfair, W1J","A three bedroom suite apartment with study and south-facing views of Green Park in one of Mayfair's finest new residences. Clarges Mayfair is a landmark, super-prime development of only 34 apartments offering residents 5* leisure facilities including gym, swimming pool, treatment rooms, cinema a...",04/11/2019,"Harrods Estates, Mayfair","£18,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/120k/119029/66171117/119029_MAY180051_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Ingram Avenue, Hampstead Garden Suburb, London, NW11","A striking newly built, detached family home, offering c.14,358 sq ft of luxurious accommodation.",22/10/2019,"Savills, Hampstead",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48928/85841750/48928_HAH170297_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Harley Street, Marylebone, London, W1G",Arguably one of Marylebone’s finest townhouses,25/09/2019,"Savills, Marylebone","£18,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104930/65318295/104930_MBS190057_IMG_04_0000_max_476x317.jpg
1 bedroom flat for sale,"Cathcart Road, Chelsea, SW10","The subject of a complete refurbishment program, this architecturally designed one bedroom apartment in Chelsea has been thoughtfully restored to an exacting standard.",yesterday,"John D Wood & Co. Sales, Earls Court","£950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/339/64971909/339_CSS190018_IMG_01_0000_max_476x317.jpg
5 bedroom penthouse for sale,"Sloane Building, Hortensia Road, London, SW10",A spectacular five bedroom penthouse in this exciting conversion of a grade II listed Chelsea school building.,17/07/2019,"Savills New Homes, Margaret Street",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48985/73057018/48985_LAD161558_IMG_02_0000_max_476x317.jpg
6 bedroom detached house for sale,"Ingram Avenue, Hampstead, London, NW11","A stunning newly built luxury home of grand proportions totalling 14,358 sq ft. This must-see masterpiece is set on Ingram Avenue, a highly sought-after leafy road in Hampstead Garden Suburb which is defined by absolute privacy by backing directly onto Turners Wood Bird Sanctuary. The property is...",08/05/2019,"Sotheby's International Realty, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62080/71566969/62080_NLD180001_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Ingram Avenue, Hampstead, London, NW11","New detached 6 bedroom house in Hampstead Garden Suburb, NW11 A stunning newly built detached home of approximately 14,358 sq ft situated on this lovely leafy street in Hampstead Garden Suburb. This majestic property backs onto Turners Wood Bird Sanctuary. The grand living accommodation includes...",14/12/2016,"Knight Frank, Hampstead",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/57355537/65806_HAM110102_IMG_191_0002_max_476x317.jpg
7 bedroom detached house for sale,"Elysian House, Ingram Avenue, NW11","Elysian House at 24 Ingram Avenue reflects luxury and sophistication to the letter. A house of majestic proportions located in this coveted leafy residential street in Hampstead Garden Suburb, which backs directly onto Turner’s Wood Bird Sanctuary. The grand living accommodation...",16/03/2018,"Glentree Estates Ltd, London",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/63158595/190037_26486393_IMG_01_0000_max_476x317.jpg
5 bedroom flat for sale,"The Sloane Building, Hortensia Road, Chelsea, London, SW10","The penthouse of an elegant Grade II listed Edwardian Building. Available now and fully furnished. Located on Hortensia Road in Chelsea, this luxurious five bedroom Penthouse has been beautifully conceived with over 6,000 sq ft of lateral living space and roof terraces giving you 360 panoramic v...",08/11/2019,"Knight Frank - New Homes, Prime Central London Developments","£18,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/42k/41063/86408045/41063_KRD151652_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Chester Street, Belgravia","An exquisite six bedroom, six bathroom Grade II listed house, enviably situated in exclusive Belgravia.",15/07/2019,"The Cloister, London","£18,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/83332604/51305_5292_IMG_05_0000_max_476x317.jpg
3 bedroom apartment for sale,"Mayfair, London",Stunning apartment in Mayfair for private sale,yesterday,"Maritime Properties Ltd, Greenwich","£18,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66493/76254769/66493_101688002893_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Shawfield Street, Chelsea, London, SW3",This is a unique family house which has been meticulously designed and newly built behind the original period facade. The house is 50' wide with an exemplary accommodation arrangement over 4 floors only.,04/01/2019,"John D Wood & Co. Sales, Chelsea Green","£18,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/669/86043953/669_CST180116_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"One Kensington Gardens, Kensington Road, London W8",An exceptional three bedroom lateral apartment with views over Kensington Gardens within a development of 97 residences designed by award-winning architect David Chipperfield. Ready for occupation. ,11/12/2018,"Strutt & Parker, London - New Homes","£18,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/58760778/96919_LNW180207_IMG_01_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Upper Grosvenor Street, Mayfair, London, W1K","A grand Mayfair townhouse in need of refurbishment, in a prime location just off Grosvenor Square.",02/06/2019,"Savills, Mayfair","£18,000,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49602/83477999/49602_MAS180075_IMG_01_0000_max_476x317.jpg
4 bedroom penthouse for sale,"St. Edmunds Terrace, London, NW8","This elegant Penthouse is finished to the highest of standards and offers the very best in luxury living. Set within a brand new, architecturally designed gated development, with landscaped courtyard gardens, this property is enviously positioned on the park's edge benefiting from unrivaled views.",02/03/2016,"Beauchamp Estates Ltd, Mayfair - Resale",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/40372875/79099_1001294497_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"The Bishops Avenue, London, N2","Detached 8 bedroom ambassadorial residence on The Bishops Avenue, N2 A stunning, new build home of approx. 14,566 sq ft. Situated on this premier road, this beautiful property has been built to an exemplary standard. The grand living accommodation is arranged over four floors and is generously p...",07/01/2019,"Knight Frank, Hampstead","£17,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/69330880/65806_HAM170057_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"The Bishops London, N2","Hidden and set back from the road behind security gates and guard, Huxley House is a magnificent newly constructed mansion of 14,529 sq ft (1,353 sqm) spanning 4 stories, offering 7 bedrooms with lift access to each floor. The meticulous and beautifully appointed leisure facilities inclu...",01/08/2019,"Glentree Estates Ltd, London","£17,995,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/64889754/190037_28984907_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Knighton Place, Knightsbridge, London, SW3","Rare, newly built Knightsbridge townhouse with the benefit of both underground parking and passenger lift, designed and developed by Finchatton.",29/05/2019,"Savills, Knightsbridge","£17,950,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/26k/25602/83477063/25602_KNH150154_IMG_02_0000_max_476x317.jpg
5 bedroom house for sale,"Old Queen Street, London, SW1H","A grand and imposing Grade II Listed Georgian Townhouse overlooking St. James's Park. Built around 1770 this impressive home is a rare example of period architectural interest. Recently refurbished and interior designed by Argent Design, all of the impressive principal rooms and terraces overlook...",23/05/2019,"Beauchamp Estates Ltd, Mayfair - Resale","£17,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/80k/79099/71874994/79099_1001614319_IMG_03_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Old Queen Street, St. James's Park, London, SW1H","A 5 bedroom house for sale in St. James's Park SW1 An exceptional Grade II listed period house overlooking Birdcage Walk and the Royal Park. This beautiful Georgian freehold house was built circa 1770 and offers nearly 7,000 sq ft of excellent living and entertaining space. The accommodation i...",28/05/2019,"Knight Frank, Belgravia, covering Westminster","£17,750,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/75009805/94745_VIC180059_IMG_01_0000_max_476x317.jpg
5 bedroom town house for sale,"South Street, London, W1K","A stunning, new five Bedroom Townhouse set behind a period style façade. Situated on the prestigious South Street, the property is close to the open spaces of Hyde Park and the cosmopolitan boutiques of Mount Street.",12/11/2018,"Wetherell, London","£17,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112651/58009242/112651_81649S_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Chesham Place, London","An especially rare lateral apartment benefiting from four double bedroom suites, a large (approximately 47ft) west facing reception room, comfort cooling, two private gardens, private 12m swimming pool, gym, steam room, 24hr concierge and parking.",13/12/2019,"Strutt & Parker, Knightsbridge","£17,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/45k/44264/87453749/44264_SLN190073_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"South Street, Mayfair, London, W1K","A beautiful, newly built five bedroom freehold townhouse set behind an immaculate period façade on South Street. Spread over six floors, this meticulously refurbished home features five bedrooms, five bathrooms, a lift and a garage. ",12/03/2019,"Chestertons Estate Agents , Mayfair","£17,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31623/80055866/31623_HPK170091_IMG_44_0000_max_476x317.jpg
4 bedroom flat for sale,"Chesham Place, Belgravia, London, SW1X","A 4 bedroom apartment with porter for sale in SW1X This impressive lateral apartment located in Chesham Place benefits from a private swimming pool and 24 hour security. EPC: C. An especially rare lateral apartment benefitting from 4 double bedroom suites, a large, approximately 40ft, west fac...",27/11/2019,"Knight Frank, Belgravia, covering Westminster","£17,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/75833884/94745_BGV190057_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"South Street, Mayfair, London, W1K","5 bedroom house with garage for sale in Mayfair W1K A stunning 5 bedroom new build town house situated on the prestigious South Street, close to the open spaces of Hyde Park and cosmopolitan boutiques of Mount Street.
EPC: C. Spread over 6 floors, this immaculately refurbished home features the...",19/02/2018,"Knight Frank, Mayfair","£17,500,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/60355607/65815_WER120247_IMG_455_0000_max_476x317.jpg
